"subject" "activity" "measurement" "X" "Y" "Z" "Magnitude"
"1134" "9" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.734159449387755
"1314" "9" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.787781590816326
"1494" "9" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.531482693877551
"1674" "9" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.456841325204082
"1854" "9" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.313941631326531 -0.499159202857143 -0.327698671183673 NA
"2034" "9" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.361626377102041 -0.352033091612245 -0.165554554220408 NA
"2214" "9" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.0692266245755102 0.00126612218367347 0.00766046602367347 -0.440667540204082
"2394" "9" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.335291644693878 -0.586147012244898 -0.647296002040816 -0.445485397959184
"2574" "9" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationMean" 0.262436475714286 -0.0195101099975714 -0.125219003959184 -0.260727581428571
"2754" "9" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" -0.36144437755102 -0.302206203816327 -0.253434083542857 -0.400222037142857
"2934" "9" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.0684689593355102 -0.0302797452408163 -0.0236327911183673 -0.672840561836735
"3114" "9" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.660419534285714 -0.708604774693878 -0.65711420122449 -0.748651255510204
"3294" "9" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeMean" -0.16396719 -0.0412587909579592 0.14569462592449 -0.0833234490061224
"3474" "9" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.343976630734694 -0.400859067959184 -0.138176481058776 -0.425839761428571
"3654" "9" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationMean" 0.902647777755102 -0.0377947824285714 -0.266009866857143 -0.260727581428571
"3834" "9" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.954383557142857 -0.901317321632653 -0.89407107877551 -0.400222037142857
"1" "10" "LAYING" "FrequencyDomainBodyAccelerationJerkMean" -0.979014668793104 -0.968039173793103 -0.972592212931034 NA
"181" "10" "LAYING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.978904364137931 -0.968120692241379 -0.978582339137931 NA
"361" "10" "LAYING" "FrequencyDomainBodyAccelerationMean" -0.96918420862069 -0.954341849137931 -0.964300845172414 -0.950848109137931
"541" "10" "LAYING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.96796803862069 -0.946229148258621 -0.959813667810345 -0.944304974655172
"721" "10" "LAYING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.968561121551724
"901" "10" "LAYING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.965377553448276
"1081" "10" "LAYING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.960976821551724
"1261" "10" "LAYING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.960772875517241
"1441" "10" "LAYING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.937692642586207
"1621" "10" "LAYING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.933701315344828
"1801" "10" "LAYING" "FrequencyDomainBodyGyroscopeMean" -0.953793912068965 -0.954670034482759 -0.969755777241379 NA
"1981" "10" "LAYING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.96454456637931 -0.953453496551724 -0.975298797068965 NA
"2161" "10" "LAYING" "TimeseriesBodyAccelerationJerkMean" 0.073815064487931 0.015698997097069 0.00716689586275862 -0.976234435172414
"2341" "10" "LAYING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.978007466724138 -0.966930793448276 -0.976256662586207 -0.967556980689655
"2521" "10" "LAYING" "TimeseriesBodyAccelerationMean" 0.280230574137931 -0.024294484137931 -0.117168642362069 -0.956781819655172
"2701" "10" "LAYING" "TimeseriesBodyAccelerationStandardDeviation" -0.968283685 -0.946454302068966 -0.95947148637931 -0.940301654482759
"2881" "10" "LAYING" "TimeseriesBodyGyroscopeJerkMean" -0.100308254413793 -0.0388797920413793 -0.0590744912758621 -0.970830848965517
"3061" "10" "LAYING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.965900578103448 -0.966621040344828 -0.983949302758621 -0.959632931551724
"3241" "10" "LAYING" "TimeseriesBodyGyroscopeMean" -0.019555937162069 -0.0770325657265517 0.104720478344828 -0.937590998793103
"3421" "10" "LAYING" "TimeseriesBodyGyroscopeStandardDeviation" -0.961713199827586 -0.953660207586207 -0.971940597413793 -0.927471165517241
"3601" "10" "LAYING" "TimeseriesGravityAccelerationMean" -0.453069737586207 -0.139297681034483 -0.031121624137931 -0.956781819655172
"3781" "10" "LAYING" "TimeseriesGravityAccelerationStandardDeviation" -0.954531941896552 -0.966701156034483 -0.963045642431035 -0.940301654482759
"2" "10" "SITTING" "FrequencyDomainBodyAccelerationJerkMean" -0.989365013888889 -0.980962856111111 -0.986056767777778 NA
"182" "10" "SITTING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.989550917407407 -0.982045591111111 -0.98911086 NA
"362" "10" "SITTING" "FrequencyDomainBodyAccelerationMean" -0.984943144259259 -0.9404502 -0.97464465462963 -0.955281010740741
"542" "10" "SITTING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.982242427777778 -0.912838063018519 -0.966121042592593 -0.941511952777778
"722" "10" "SITTING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.985900801111111
"902" "10" "SITTING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.983266741481482
"1082" "10" "SITTING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.992191529259259
"1262" "10" "SITTING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.991409100925926
"1442" "10" "SITTING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.974459732592593
"1622" "10" "SITTING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.962459956111111
"1802" "10" "SITTING" "FrequencyDomainBodyGyroscopeMean" -0.986477363333333 -0.986179215555556 -0.96539546962963 NA
"1982" "10" "SITTING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.989712360740741 -0.983579646666667 -0.962418559814815 NA
"2162" "10" "SITTING" "TimeseriesBodyAccelerationJerkMean" 0.0775372505185185 0.00897875458703704 -0.00499566427666667 -0.988054237592593
"2342" "10" "SITTING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.988946414074074 -0.980756789814815 -0.988255803703704 -0.985209856296296
"2522" "10" "SITTING" "TimeseriesBodyAccelerationMean" 0.270612056481481 -0.015042681852037 -0.104253238796296 -0.96075719962963
"2702" "10" "SITTING" "TimeseriesBodyAccelerationStandardDeviation" -0.982901825925926 -0.917979529962963 -0.967826981666667 -0.939669591481481
"2882" "10" "SITTING" "TimeseriesBodyGyroscopeJerkMean" -0.0931555026481481 -0.0411216540925926 -0.048941191502963 -0.993707487592593
"3062" "10" "SITTING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.992326657222222 -0.992584494814815 -0.990259813148148 -0.991696196481481
"3242" "10" "SITTING" "TimeseriesBodyGyroscopeMean" -0.0432432176851852 -0.0679993598888889 0.0745958869444444 -0.944202043703704
"3422" "10" "SITTING" "TimeseriesBodyGyroscopeStandardDeviation" -0.988873097222222 -0.984373304814815 -0.960445962037037 -0.963064577592593
"3602" "10" "SITTING" "TimeseriesGravityAccelerationMean" 0.791887198148148 -0.041260775 0.20253457287037 -0.96075719962963
"3782" "10" "SITTING" "TimeseriesGravityAccelerationStandardDeviation" -0.973128354074074 -0.935690006481481 -0.966898520555556 -0.939669591481481
"3" "10" "STANDING" "FrequencyDomainBodyAccelerationJerkMean" -0.963565166136364 -0.942187760454545 -0.972241512272727 NA
"183" "10" "STANDING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.968612135909091 -0.944847393636364 -0.979428729090909 NA
"363" "10" "STANDING" "FrequencyDomainBodyAccelerationMean" -0.970099814318182 -0.923378745227273 -0.955272383863636 -0.9401101675
"543" "10" "STANDING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.982949246136364 -0.921860476590909 -0.938098683181818 -0.945048242954545
"723" "10" "STANDING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.951633690454545
"903" "10" "STANDING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.952105964545455
"1083" "10" "STANDING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.965614081363636
"1263" "10" "STANDING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.965055815454545
"1443" "10" "STANDING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.937786743409091
"1623" "10" "STANDING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.922961550454545
"1803" "10" "STANDING" "FrequencyDomainBodyGyroscopeMean" -0.924005912954545 -0.960323800909091 -0.950915730909091 NA
"1983" "10" "STANDING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.932273942727273 -0.958399857954545 -0.958901257272727 NA
"2163" "10" "STANDING" "TimeseriesBodyAccelerationJerkMean" 0.0809784390227273 0.0119007630575 -0.00485841031477273 -0.965163818409091
"2343" "10" "STANDING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.964311490454545 -0.941328663409091 -0.9764306 -0.952058214545455
"2523" "10" "STANDING" "TimeseriesBodyAccelerationMean" 0.276650300681818 -0.0155418603409091 -0.107964083931818 -0.951988907954545
"2703" "10" "STANDING" "TimeseriesBodyAccelerationStandardDeviation" -0.978403481818182 -0.919561843409091 -0.941271440454545 -0.937264537954545
"2883" "10" "STANDING" "TimeseriesBodyGyroscopeJerkMean" -0.104753833181818 -0.0371593000727273 -0.0584162547045455 -0.971637661590909
"3063" "10" "STANDING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.950367548409091 -0.976445016590909 -0.969051030681818 -0.964409410454545
"3243" "10" "STANDING" "TimeseriesBodyGyroscopeMean" -0.0281854325604545 -0.0876820486363636 0.103251560681818 -0.929787259772727
"3423" "10" "STANDING" "TimeseriesBodyGyroscopeStandardDeviation" -0.929895057954545 -0.958861164090909 -0.953681099545455 -0.920486810227273
"3603" "10" "STANDING" "TimeseriesGravityAccelerationMean" 0.954008785454545 -0.0431597830454545 0.0346980210431818 -0.951988907954545
"3783" "10" "STANDING" "TimeseriesGravityAccelerationStandardDeviation" -0.991259485 -0.975410724090909 -0.959579657727273 -0.937264537954545
"4" "10" "WALKING" "FrequencyDomainBodyAccelerationJerkMean" -0.107941107467925 0.0309052018326415 -0.464020508867925 NA
"184" "10" "WALKING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.0791518267107547 0.0484867672264151 -0.558512650188679 NA
"364" "10" "WALKING" "FrequencyDomainBodyAccelerationMean" -0.114190001283019 0.0533911909886792 -0.41218272245283 -0.0930237422792453
"544" "10" "WALKING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.206366497226415 -0.129775706316981 -0.435304215660377 -0.370471943962264
"724" "10" "WALKING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA 0.0205189516981132
"904" "10" "WALKING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA 0.0502087634986792
"1084" "10" "WALKING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.515065335849057
"1264" "10" "WALKING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.517675799056604
"1444" "10" "WALKING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.412616909622642
"1624" "10" "WALKING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.499759796981132
"1804" "10" "WALKING" "FrequencyDomainBodyGyroscopeMean" -0.277913780754717 -0.345209034528302 -0.108530029881132 NA
"1984" "10" "WALKING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.458292932830189 -0.204392821584906 -0.273292866226415 NA
"2164" "10" "WALKING" "TimeseriesBodyAccelerationJerkMean" 0.0857943809283019 0.00408248792641509 -0.0162953195396226 -0.132624992298283
"2344" "10" "WALKING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.0521991013207547 0.0750804952113207 -0.511662905849057 0.037608338009434
"2524" "10" "WALKING" "TimeseriesBodyAccelerationMean" 0.278574076603774 -0.017022351190566 -0.109057512132075 -0.127400912069811
"2704" "10" "WALKING" "TimeseriesBodyAccelerationStandardDeviation" -0.178709734396226 -0.0227431651698113 -0.395645072075472 -0.185602396067925
"2884" "10" "WALKING" "TimeseriesBodyGyroscopeJerkMean" -0.122709563462264 -0.0519204981037736 -0.0611262928849057 -0.440363636603774
"3064" "10" "WALKING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.366063723207547 -0.509683327924528 -0.329079492641509 -0.501027916603774
"3244" "10" "WALKING" "TimeseriesBodyGyroscopeMean" 0.0106894976215094 -0.0819540783760943 0.0986695731160377 -0.156458730358491
"3424" "10" "WALKING" "TimeseriesBodyGyroscopeStandardDeviation" -0.414205475283019 -0.250853318679245 -0.174524868603774 -0.402025135660377
"3604" "10" "WALKING" "TimeseriesGravityAccelerationMean" 0.963092149811321 -0.0838277013962264 0.0549276242264151 -0.127400912069811
"3784" "10" "WALKING" "TimeseriesGravityAccelerationStandardDeviation" -0.974435158113208 -0.971114719811321 -0.957862728301887 -0.185602396067925
"5" "10" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" 0.181419131002632 -0.119504295573684 -0.240679035428947 NA
"185" "10" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" 0.156912678626316 -0.153355802565789 -0.396147929736842 NA
"365" "10" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationMean" 0.215665273157895 0.00904660360263158 -0.157728357742105 0.220115703368421
"545" "10" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" 0.324957743157895 -0.0633337717526316 -0.268686170263158 -0.0616742840815789
"725" "10" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA 0.156978047052632
"905" "10" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA 0.0380266696789474
"1085" "10" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.484196484736842
"1265" "10" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.544988519210526
"1445" "10" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.312347510289474
"1625" "10" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.387780104447368
"1805" "10" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.214350280079211 -0.272495710342105 0.0391366814342105 NA
"1985" "10" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.339514358157895 -0.343237004473684 -0.1503916379 NA
"2165" "10" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.100959387447368 0.0107824902368421 0.000152617173684209 0.0507010228431579
"2345" "10" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" 0.223275806105263 -0.105020355562895 -0.318188417289474 0.110877231263158
"2525" "10" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationMean" 0.290401594315789 -0.0200050770710526 -0.110848597247368 0.250843769394737
"2705" "10" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" 0.295733547631579 0.00407915363157895 -0.183557562032895 0.156998205421053
"2885" "10" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.0643764005526316 -0.0489378053157895 -0.0720413112078947 -0.401854311315789
"3065" "10" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.416986139210526 -0.471650977631579 -0.227137389605263 -0.494105756315789
"3245" "10" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeMean" -0.124839594289474 -0.106742538831579 0.0724433685578947 -0.0238468037578947
"3425" "10" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.304745377026316 -0.311407525263158 -0.0353021837 -0.280382850552632
"3605" "10" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationMean" 0.939807421052632 -0.0646160768947368 0.0418715409263158 0.250843769394737
"3785" "10" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.939267613157895 -0.937003823684211 -0.902085224736842 0.156998205421053
"6" "10" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" -0.20121432216383 -0.206872839212766 -0.553230667234043 NA
"186" "10" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.247598320858298 -0.202796129097872 -0.662894135319149 NA
"366" "10" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationMean" -0.139410790617021 -0.0390688222212766 -0.301206408085106 -0.166866721574468
"546" "10" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" -0.171957349438298 -0.051628469647234 -0.0342347233914894 -0.361437534680851
"726" "10" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.153553147382979
"906" "10" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.334365043829787
"1086" "10" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.600582998297872
"1266" "10" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.67129056212766
"1446" "10" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.265371689148936
"1626" "10" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.166969377765957
"1806" "10" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.218524716912766 -0.235858986212766 -0.262763367170213 NA
"1986" "10" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.34130162006383 0.171735785297872 -0.403822082765957 NA
"2166" "10" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.0648829303510638 0.0266314282191489 -0.0513375831851064 -0.262038042446809
"2346" "10" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.187220175510638 -0.177803083425532 -0.607520480212766 -0.226010197889362
"2526" "10" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationMean" 0.267121853404255 -0.0143854920340426 -0.118180420834043 -0.0266623294757447
"2706" "10" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" -0.161591924234043 -0.00555287692765957 -0.0738744931340426 -0.211537480214383
"2886" "10" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.157212539189362 -0.0372348522521277 -0.036502173787234 -0.523462968510638
"3066" "10" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.427291343617021 -0.60462905787234 -0.482244799361702 -0.618272355319149
"3246" "10" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeMean" 0.0733447168425532 -0.0954600216446809 0.0879664182957447 0.0438573846851064
"3426" "10" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.308534708121277 0.0411724668680851 -0.320509332297872 -0.113062673542979
"3606" "10" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationMean" 0.931861027446809 -0.0565670278723404 0.0227527702016383 -0.0266623294757447
"3786" "10" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.959216072340425 -0.937039417446809 -0.864745838297872 -0.211537480214383
"61" "11" "LAYING" "FrequencyDomainBodyAccelerationJerkMean" -0.984884874385965 -0.973882496666667 -0.979564844210526 NA
"241" "11" "LAYING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.987122678245614 -0.973486716315789 -0.983302949122807 NA
"421" "11" "LAYING" "FrequencyDomainBodyAccelerationMean" -0.983801365614035 -0.971403935438596 -0.973576812807018 -0.973994004561404
"601" "11" "LAYING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.985322211929825 -0.973589287368421 -0.971668077017544 -0.976037695614035
"781" "11" "LAYING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.976940774561403
"961" "11" "LAYING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.975126531403509
"1141" "11" "LAYING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.985978837192982
